cdate,cp,pctlead,pctlag1,pctlag2,pctlag4,pctlag8
2013-10-23,108.310,-0.388,0.389,1.509,1.404,2.702
2013-10-22,107.890,0.389,1.115,0.794,1.927,2.275
2013-10-21,106.700,1.115,-0.318,-0.103,2.066,1.310
2013-10-18,107.040,-0.318,0.215,1.124,2.323,0.819
2013-10-17,106.810,0.215,0.907,2.171,1.280,0.631
2013-10-16,105.850,0.907,1.253,1.185,0.341,0.132
2013-10-15,104.540,1.253,-0.067,-0.872,-0.741,-1.182
2013-10-14,104.610,-0.067,-0.806,-0.834,-1.469,-1.274
2013-10-11,105.460,-0.806,-0.028,0.133,-0.641,-0.321
2013-10-10,105.490,-0.028,0.161,-0.640,-0.208,-0.855
2013-10-09,105.320,0.161,-0.801,-0.773,-0.444,-1.164
2013-10-08,106.170,-0.801,0.028,0.435,0.198,-0.122
2013-10-07,106.140,0.028,0.407,0.331,0.321,-0.850
2013-10-04,105.710,0.407,-0.076,-0.236,-0.648,-1.048
2013-10-03,105.790,-0.076,-0.160,-0.009,-0.723,0.095
2013-10-02,105.960,-0.160,0.151,-0.414,-0.320,0.991
2013-10-01,105.800,0.151,-0.564,-0.713,-1.168,1.370
2013-09-30,106.400,-0.564,-0.150,0.094,-0.403,1.343
2013-09-27,106.560,-0.150,0.245,-0.458,0.823,2.748
2013-09-26,106.300,0.245,-0.701,-0.496,1.315,3.344
2013-09-25,107.050,-0.701,0.206,1.287,2.568,3.380
2013-09-24,106.830,0.206,1.079,1.820,1.753,3.568
2013-09-23,105.690,1.079,0.734,1.265,1.909,2.324
2013-09-20,104.920,0.734,0.527,-0.067,2.003,2.481
2013-09-19,104.370,0.527,-0.591,0.636,0.792,1.232
2013-09-18,104.990,-0.591,1.234,2.071,1.784,1.883
2013-09-17,103.710,1.234,0.826,0.155,0.407,1.141
2013-09-16,102.860,0.826,-0.666,-0.281,0.469,-1.087
2013-09-13,103.550,-0.666,0.388,0.252,0.436,-0.643
2013-09-12,103.150,0.388,-0.136,0.752,0.097,-2.679
2013-09-11,103.290,-0.136,0.889,0.184,0.731,-2.658
2013-09-10,102.380,0.889,-0.698,-0.650,-1.548,-2.745
2013-09-09,103.100,-0.698,0.049,0.546,-1.075,-2.855
2013-09-06,103.050,0.049,0.497,-0.904,-2.774,-1.679
2013-09-05,102.540,0.497,-1.394,-1.612,-3.364,-1.678
2013-09-04,103.990,-1.394,-0.221,-1.887,-1.216,0.795
2013-09-03,104.220,-0.221,-1.670,-1.781,-1.800,2.046
2013-08-30,105.990,-1.670,-0.113,0.684,1.126,2.644
2013-08-29,106.110,-0.113,0.798,-0.019,1.745,3.552
2013-08-28,105.270,0.798,-0.810,0.439,2.035,1.838
2013-08-27,106.130,-0.810,1.259,1.764,3.917,2.314
2013-08-26,104.810,1.259,0.499,1.590,1.501,-0.323
2013-08-23,104.290,0.499,1.086,2.115,1.776,-0.667
2013-08-22,103.170,1.086,1.018,-0.087,-0.193,-3.154
2013-08-21,102.130,1.018,-1.094,-0.332,-1.542,-4.783
2013-08-20,103.260,-1.094,0.771,-0.106,-1.797,-3.576
2013-08-19,102.470,0.771,-0.871,-1.215,-2.400,-4.054
2013-08-16,103.370,-0.871,-0.347,-1.693,-2.966,-2.490
2013-08-15,103.730,-0.347,-1.350,-1.200,-3.291,-1.864
2013-08-14,105.150,-1.350,0.152,-1.295,-1.812,-1.286
2013-08-13,104.990,0.152,-1.446,-2.116,-1.695,-0.351
2013-08-12,106.530,-1.446,-0.681,-0.523,0.491,-1.086
2013-08-09,107.260,-0.681,0.159,0.431,1.476,-0.047
2013-08-08,107.090,0.159,0.272,1.019,0.535,-0.242
2013-08-07,106.800,0.272,0.745,1.041,1.367,-1.239
2013-08-06,106.010,0.745,0.293,-0.479,-1.569,-1.368
2013-08-05,105.700,0.293,-0.770,0.323,-1.500,-1.693
2013-08-02,106.520,-0.770,1.101,-1.096,-0.773,-2.185
2013-08-01,105.360,1.101,-2.173,-1.817,-2.571,-3.658
2013-07-31,107.700,-2.173,0.363,0.326,0.205,-1.374
2013-07-30,107.310,0.363,-0.037,-0.768,-0.195,-0.177
2013-07-29,107.350,-0.037,-0.731,-0.121,-1.423,-1.387
2013-07-26,108.140,-0.731,0.614,0.577,-1.116,-0.479
2013-07-25,107.480,0.614,-0.037,-1.304,-1.575,-0.748
2013-07-24,107.520,-0.037,-1.267,-1.683,0.019,-0.186
2013-07-23,108.900,-1.267,-0.421,-0.275,0.037,1.011
