cdate,cp,pctlead,pctlag1,pctlag2,pctlag4,pctlag8
2014-03-31,67.200,0.640,0.509,1.266,1.757,2.533
2014-03-28,66.860,0.509,0.753,1.257,2.342,0.769
2014-03-27,66.360,0.753,0.500,0.485,1.842,0.637
2014-03-26,66.030,0.500,-0.015,1.071,1.133,1.397
2014-03-25,66.040,-0.015,1.087,1.351,0.763,1.195
2014-03-24,65.330,1.087,0.261,0.061,-1.537,-1.759
2014-03-21,65.160,0.261,-0.199,-0.580,-1.183,-2.382
2014-03-20,65.290,-0.199,-0.381,-1.598,0.261,-2.900
2014-03-19,65.540,-0.381,-1.221,-0.607,0.429,-3.133
2014-03-18,66.350,-1.221,0.622,1.889,-0.226,-2.469
2014-03-17,65.940,0.622,1.259,1.042,-1.213,-2.064
2014-03-14,65.120,1.259,-0.215,-2.075,-3.153,-3.368
2014-03-13,65.260,-0.215,-1.865,-2.232,-3.547,-1.241
2014-03-12,66.500,-1.865,-0.375,-1.101,-2.249,-1.496
2014-03-11,66.750,-0.375,-0.729,-1.345,-0.861,-0.950
2014-03-10,67.240,-0.729,-0.621,-1.161,-0.223,0.119
2014-03-07,67.660,-0.621,-0.544,0.490,2.391,0.401
2014-03-06,68.030,-0.544,1.040,0.950,0.770,0.711
2014-03-05,67.330,1.040,-0.089,1.892,-0.089,0.538
2014-03-04,67.390,-0.089,1.982,-0.178,0.342,0.823
2014-03-03,66.080,1.982,-2.118,-1.944,-1.944,-0.796
2014-02-28,67.510,-2.118,0.178,0.521,-0.059,0.671
2014-02-27,67.390,0.178,0.342,0.000,0.627,1.354
2014-02-26,67.160,0.342,-0.341,-0.577,0.479,1.389
2014-02-25,67.390,-0.341,-0.237,0.627,1.171,2.044
2014-02-24,67.550,-0.237,0.866,1.062,0.731,2.457
2014-02-21,66.970,0.866,0.194,0.540,0.722,3.190
2014-02-20,66.840,0.194,0.345,-0.328,0.906,2.641
2014-02-19,66.610,0.345,-0.671,0.180,0.863,3.625
2014-02-18,67.060,-0.671,0.857,1.238,1.714,6.175
2014-02-14,66.490,0.857,0.377,0.681,2.450,5.489
2014-02-13,66.240,0.377,0.303,0.470,1.720,6.307
2014-02-12,66.040,0.303,0.167,1.757,2.738,3.820
2014-02-11,65.930,0.167,1.587,1.244,4.386,1.885
2014-02-10,64.900,1.587,-0.338,0.965,2.967,0.808
2014-02-07,65.120,-0.338,1.307,3.103,4.510,0.015
2014-02-06,64.280,1.307,1.773,1.983,1.053,-0.418
2014-02-05,63.160,1.773,0.206,1.364,-2.395,-2.606
2014-02-04,63.030,0.206,1.156,-0.912,-2.097,-5.474
2014-02-03,62.310,1.156,-2.044,-3.709,-4.300,-7.180
2014-01-31,63.610,-2.044,-1.700,-1.196,-1.456,-5.244
2014-01-30,64.710,-1.700,0.513,-0.614,-0.216,-3.143
2014-01-29,64.380,0.513,-1.121,-0.263,-3.449,-3.925
2014-01-28,65.110,-1.121,0.868,0.401,-3.009,-2.879
2014-01-27,64.550,0.868,-0.463,-3.194,-3.843,-3.310
2014-01-24,64.850,-0.463,-2.744,-3.396,-2.934,-2.084
2014-01-23,66.680,-2.744,-0.670,-0.670,-0.492,-0.195
2014-01-22,67.130,-0.670,0.000,0.479,0.134,1.405
2014-01-21,67.130,0.000,0.479,0.179,0.554,1.328
2014-01-17,66.810,0.479,-0.298,-0.343,0.876,0.815
2014-01-16,67.010,-0.298,-0.045,0.374,0.299,1.684
2014-01-15,67.040,-0.045,0.419,1.223,1.269,1.607
2014-01-14,66.760,0.419,0.800,-0.075,0.770,1.290
2014-01-13,66.230,0.800,-0.868,0.045,-0.060,-1.297
2014-01-10,66.810,-0.868,0.921,0.845,1.381,-0.060
2014-01-09,66.200,0.921,-0.075,-0.106,0.333,-0.556
2014-01-08,66.250,-0.075,-0.030,0.531,0.516,0.030
2014-01-07,66.270,-0.030,0.561,0.440,-1.237,0.607
2014-01-06,65.900,0.561,-0.121,-0.015,-1.421,0.243
2014-01-03,65.980,-0.121,0.106,-1.669,-0.886,1.398
2014-01-02,65.910,0.106,-1.773,-1.406,-0.483,1.870
2013-12-31,67.100,-1.773,0.374,0.796,1.867,3.709
2013-12-30,66.850,0.374,0.421,0.936,1.688,4.047
2013-12-27,66.570,0.421,0.513,1.063,2.305,3.161
2013-12-26,66.230,0.513,0.547,0.745,2.365,3.371
2013-12-24,65.870,0.547,0.198,1.229,1.808,2.745
2013-12-23,65.740,0.198,1.030,1.607,2.319,1.796
2013-12-20,65.070,1.030,0.572,0.572,0.837,-0.184
2013-12-19,64.700,0.572,0.000,0.700,0.983,-0.919
2013-12-18,64.700,0.000,0.700,0.263,0.920,-1.025
2013-12-17,64.250,0.700,-0.434,0.281,-0.511,-0.496
2013-12-16,64.530,-0.434,0.718,0.655,-1.012,-0.631
2013-12-13,64.070,0.718,-0.062,-0.790,-1.884,-1.869
2013-12-12,64.110,-0.062,-0.728,-1.657,-1.927,-2.494
2013-12-11,64.580,-0.728,-0.936,-1.103,0.015,-2.506
2013-12-10,65.190,-0.936,-0.168,-0.275,0.385,-1.392
2013-12-09,65.300,-0.168,-0.107,1.131,0.015,-0.986
2013-12-06,65.370,-0.107,1.239,0.662,-0.578,-0.879
2013-12-05,64.570,1.239,-0.570,-1.103,-2.521,-2.389
2013-12-04,64.940,-0.570,-0.536,-1.232,-1.770,-1.546
2013-12-03,65.290,-0.536,-0.700,-1.434,-1.001,-0.397
2013-12-02,65.750,-0.700,-0.740,-0.545,-0.303,-0.394
2013-11-29,66.240,-0.740,0.197,0.440,0.136,0.091
2013-11-27,66.110,0.197,0.243,0.243,0.227,-0.106
2013-11-26,65.950,0.243,0.000,-0.302,0.610,0.457
2013-11-25,65.950,0.000,-0.302,-0.015,-0.091,0.918
2013-11-22,66.150,-0.302,0.288,0.915,-0.045,1.551
2013-11-21,65.960,0.288,0.625,-0.076,-0.332,0.918
2013-11-20,65.550,0.625,-0.697,-0.952,-0.152,0.506
2013-11-19,66.010,-0.697,-0.257,-0.257,1.010,1.804
2013-11-18,66.180,-0.257,0.000,0.807,1.597,0.455
2013-11-15,66.180,0.000,0.807,1.270,1.255,1.332
2013-11-14,65.650,0.807,0.459,0.783,0.659,-0.349
2013-11-13,65.350,0.459,0.322,-0.015,0.787,-0.320
2013-11-12,65.140,0.322,-0.337,-0.123,-1.123,-1.123
2013-11-11,65.360,-0.337,0.215,0.802,0.077,-1.343
2013-11-08,65.220,0.215,0.586,-1.002,-1.002,-1.910
2013-11-07,64.840,0.586,-1.579,-0.720,-1.098,-2.276
2013-11-06,65.880,-1.579,0.873,0.000,0.000,-0.873
2013-11-05,65.310,0.873,-0.865,-0.381,-1.419,-2.011
2013-11-04,65.880,-0.865,0.488,0.000,-0.917,-0.468
2013-11-01,65.560,0.488,-0.486,-1.042,-1.191,-1.915
2013-10-31,65.880,-0.486,-0.558,-0.917,-0.873,-0.453
2013-10-30,66.250,-0.558,-0.361,-0.151,-0.600,0.257
2013-10-29,66.490,-0.361,0.211,0.045,0.453,1.218
2013-10-28,66.350,0.211,-0.166,-0.450,-0.733,2.345
2013-10-25,66.460,-0.166,-0.285,0.408,0.423,3.279
2013-10-24,66.650,-0.285,0.695,-0.284,0.863,3.078
